"__mcodeCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","OP_A","OP_B","OP_check","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"10","4.75","0.03684210526315789","0.21052631578947367","0.0","3","8","false","PRSS8","4.333333333333333","0","3","0","0","0","0","0.6590909090909091","false","0","PRSS8","1146","0.5555555555555556"
,"0.0","0.0","0.0","0.0","0","0","true","NDUFAF5","0.0","0","0",,"0","0","0","Infinity","false","0","NDUFAF5","0","0.0"
"13","2.757575757575758","0.3816287878787879","0.3626373626373626","0.3333333333333333","3","4","false","SLC25A3","5.666666666666667","0","3","0","0","0","0","0.8242424242424242","false","0","SLC25A3","596","0.4444444444444444"
,"0.0","0.0","0.0","0.0","0","0","true","C11orf40","0.0","0","0","0","0","0","0","Infinity","false","0","C11orf40","0","0.0"
"24","3.933333333333333","0.004761904761904762","0.2542372881355932","0.0","2","7","false","PKLR","3.0","0","2","0","0","0","0","0.5111111111111112","false","0","PKLR","2","0.6666666666666666"
,"0.0","0.0","0.0","0.0","0","0","true","HEYL","0.0","0","0",,"0","0","0","Infinity","false","0","HEYL","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SEC23B","0.0","0","0","0","0","0","0","Infinity","false","0","SEC23B","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MRPS24","0.0","0","0","0","0","0","0","Infinity","false","0","MRPS24","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","HLCS","0.0","0","0","0","0","0","0","Infinity","false","0","HLCS","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","OR10G6","0.0","0","0",,"0","0","0","Infinity","false","0","OR10G6","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ACP6","0.0","0","0",,"0","0","0","Infinity","false","0","ACP6","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","KRT39","0.0","0","0","0","0","0","0","Infinity","false","0","KRT39","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SLC25A30","0.0","0","0","0","0","0","0","Infinity","false","0","SLC25A30","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SOX13","0.0","0","0",,"0","0","0","Infinity","false","0","SOX13","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MEX3D","0.0","0","0","0","0","0","0","Infinity","false","0","MEX3D","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RPL34","0.0","0","0","0","0","0","0","Infinity","false","0","RPL34","0","0.0"
"6","2.111111111111111","0.0","0.47368421052631576","1.0","4","4","false","FAM86B2","4.25","0","4","0","0","0","0","0.7777777777777778","false","0","FAM86B2","0","0.85"
"10","5.026315789473684","0.0","0.19895287958115185","1.0","2","9","false","AKAP14","6.5","0","2",,"0","0","0","0.6339712918660287","false","0","AKAP14","0","0.9285714285714286"
"13","4.121212121212121","0.06912878787878789","0.2426470588235294","0.3333333333333333","3","7","false","LACC1","2.3333333333333335","0","3","0","0","0","0","0.6878787878787879","false","0","LACC1","88","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","PABPC1L2B","0.0","0","0","0","0","0","0","Infinity","false","0","PABPC1L2B","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CCR6","0.0","0","0",,"0","0","0","Infinity","false","0","CCR6","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PRDM8","0.0","0","0",,"0","0","0","Infinity","false","0","PRDM8","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","C1QL2","0.0","0","0","0","0","0","0","Infinity","false","0","C1QL2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","C18orf21","0.0","0","0","0","0","0","0","Infinity","false","0","C18orf21","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RAB11A","0.0","0","0","0","0","0","0","Infinity","false","0","RAB11A","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RNASEL","0.0","0","0","0","0","0","0","Infinity","false","0","RNASEL","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SLC29A2","0.0","0","0","0","0","0","0","Infinity","false","0","SLC29A2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF219","0.0","0","0",,"0","0","0","Infinity","false","0","ZNF219","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","HRC","0.0","0","0","0","0","0","0","Infinity","false","0","HRC","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ARPIN","0.0","0","0",,"0","0","0","Infinity","false","0","ARPIN","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","XRCC5","0.0","0","0","0","0","0","0","Infinity","false","0","XRCC5","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TXNRD3","0.0","0","0","0","0","0","0","Infinity","false","0","TXNRD3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","LNX2","0.0","0","0","0","0","0","0","Infinity","false","0","LNX2","0","0.0"
"2","1.3846153846153846","0.03205128205128205","0.7222222222222222","0.6428571428571429","8","2","false","DDX4","6.875","0","8","0","0","0","0","0.9704142011834319","false","0","DDX4","20","0.5288461538461539"
,"0.0","0.0","0.0","0.0","0","0","true","PDSS1","0.0","0","0",,"0","0","0","Infinity","false","0","PDSS1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MAGEB17","0.0","0","0","0","0","0","0","Infinity","false","0","MAGEB17","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TRIM37","0.0","0","0","0","0","0","0","Infinity","false","0","TRIM37","0","0.0"
"13","3.8181818181818183","0.008207070707070706","0.2619047619047619","0.4","6","6","false","PSMD12","4.333333333333333","0","6","0","0","0","0","0.7181818181818181","false","0","PSMD12","18","0.43333333333333335"
"5","1.4","0.0","0.7142857142857143","1.0","3","2","false","THBD","4.0","0","3","0","0","0","0","0.9199999999999999","false","0","THBD","0","0.8"
,"0.0","0.0","0.0","0.0","0","0","true","PSMF1","0.0","0","0","0","0","0","0","Infinity","false","0","PSMF1","0","0.0"
"14","1.3333333333333333","0.0","0.75","1.0","2","2","false","TSPYL2","3.0","0","2","0","0","0","0","0.888888888888889","false","0","TSPYL2","0","1.0"
"10","5.0394736842105265","0.008304093567251461","0.19843342036553524","0.8333333333333334","4","10","false","TRGV3","4.75","0","4","0",,"0","0","0.6327751196172249","false","0","TRGV3","232","0.6785714285714286"
,"0.0","0.0","0.0","0.0","0","0","true","AKR1B10","0.0","0","0","0","0","0","0","Infinity","false","0","AKR1B10","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TMEM200C","0.0","0","0","0","0","0","0","Infinity","false","0","TMEM200C","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CCT8L1P","0.0","0","0","0",,"0","0","Infinity","false","0","CCT8L1P","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","IGLV1-36","0.0","0","0","0",,"0","0","Infinity","false","0","IGLV1-36","0","0.0"
"1","1.375","0.04583333333333332","0.7272727272727273","0.6","5","2","false","ZKSCAN4","5.8","0","5","0","0","0","0","0.953125","false","0","ZKSCAN4","8","0.725"
,"0.0","0.0","0.0","0.0","0","0","true","GSG1L2","0.0","0","0","0",,"0","0","Infinity","false","0","GSG1L2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","EAPP","0.0","0","0",,"0","0","0","Infinity","false","0","EAPP","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SLC2A1","0.0","0","0","0","0","0","0","Infinity","false","0","SLC2A1","0","0.0"
"11","1.25","0.16666666666666666","0.8","0.3333333333333333","3","2","false","ARMH4","2.6666666666666665","0","3","0","0","0","0","0.9166666666666666","false","0","ARMH4","4","0.7777777777777778"
,"0.0","0.0","0.0","0.0","0","0","true","RGL4","0.0","0","0",,"0","0","0","Infinity","false","0","RGL4","0","0.0"
"18","1.0","0.0","1.0","1.0","2","1","false","MCHR1","2.0","0","2","0","0","0","0","1.0","false","0","MCHR1","0","1.0"
"6","2.7777777777777777","0.0","0.36","1.0","2","4","false","DENND2A","3.5","0","2",,"0","0","0","0.6444444444444445","false","0","DENND2A","0","0.875"
,"0.0","0.0","0.0","0.0","0","0","true","CEP162","0.0","0","0","0","0","0","0","Infinity","false","0","CEP162","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","FAM120AOS","0.0","0","0","0","0","0","0","Infinity","false","0","FAM120AOS","0","0.0"
"21","1.0","0.0","1.0","1.0","2","1","false","CHCT1","2.0","0","2","0","0","0","0","1.0","false","0","CHCT1","0","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","FRMPD4","0.0","0","0","0","0","0","0","Infinity","false","0","FRMPD4","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TRIP11","0.0","0","0","0","0","0","0","Infinity","false","0","TRIP11","0","0.0"
"10","4.105263157894737","0.016929824561403507","0.24358974358974356","0.0","2","7","false","NONO","4.0","0","2","0","0","0","0","0.7177033492822966","false","0","NONO","306","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","SP2","0.0","0","0",,"0","0","0","Infinity","false","0","SP2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MAP4K5","0.0","0","0","0","0","0","0","Infinity","false","0","MAP4K5","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","GLYAT","0.0","0","0",,"0","0","0","Infinity","false","0","GLYAT","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CORO1B","0.0","0","0","0","0","0","0","Infinity","false","0","CORO1B","0","0.0"
"10","5.9868421052631575","0.0","0.16703296703296705","1.0","2","11","false","IGHV4-39","6.0","0","2","0","0","0","0","0.5466507177033493","false","0","IGHV4-39","0","1.0"
"26","3.727272727272727","0.14502164502164505","0.2682926829268293","0.3333333333333333","3","7","false","BMS1","3.6666666666666665","0","3","0","0","0","0","0.4545454545454546","false","0","BMS1","140","0.5555555555555556"
"27","1.3333333333333333","0.16666666666666666","0.75","0.0","2","2","false","DLGAP1","2.0","0","2","0",,"0","0","0.8333333333333334","false","0","DLGAP1","2","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","CD82","0.0","0","0","0","0","0","0","Infinity","false","0","CD82","0","0.0"
"26","4.2272727272727275","0.10606060606060605","0.23655913978494622","0.3333333333333333","3","8","false","RNF2","2.6666666666666665","0","3","0","0","0","0","0.3545454545454545","false","0","RNF2","86","0.4666666666666667"
,"0.0","0.0","0.0","0.0","0","0","true","SYNE4","0.0","0","0","0","0","0","0","Infinity","false","0","SYNE4","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PDE5A","0.0","0","0","0",,"0","0","Infinity","false","0","PDE5A","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","OR51I2","0.0","0","0",,"0","0","0","Infinity","false","0","OR51I2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZBTB22","0.0","0","0","0","0","0","0","Infinity","false","0","ZBTB22","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CEP126","0.0","0","0","0","0","0","0","Infinity","false","0","CEP126","0","0.0"
"19","1.8333333333333333","0.1","0.5454545454545455","0.0","2","3","false","MCAM","2.5","0","2","0","0","0","0","0.7222222222222223","false","0","MCAM","4","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","CD72","0.0","0","0","0","0","0","0","Infinity","false","0","CD72","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","HEBP1","0.0","0","0","0","0","0","0","Infinity","false","0","HEBP1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","FCRL6","0.0","0","0",,"0","0","0","Infinity","false","0","FCRL6","0","0.0"
"24","2.8","0.0","0.35714285714285715","1.0","2","5","false","CLNK","5.0","0","2",,"0","0","0","0.7000000000000001","false","0","CLNK","0","0.625"
"10","5.7105263157894735","1.1695906432748537E-4","0.1751152073732719","0.0","2","9","false","BRDT","3.0","0","2",,"0","0","0","0.5717703349282297","false","0","BRDT","2","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","TLNRD1","0.0","0","0","0","0","0","0","Infinity","false","0","TLNRD1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","GKAP1","0.0","0","0","0","0","0","0","Infinity","false","0","GKAP1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","STARD3NL","0.0","0","0","0","0","0","0","Infinity","false","0","STARD3NL","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF133","0.0","0","0","0","0","0","0","Infinity","false","0","ZNF133","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","POLI","0.0","0","0",,"0","0","0","Infinity","false","0","POLI","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SOCS5","0.0","0","0","0","0","0","0","Infinity","false","0","SOCS5","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","POLR2M","0.0","0","0","0","0","0","0","Infinity","false","0","POLR2M","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","C9orf64","0.0","0","0",,"0","0","0","Infinity","false","0","C9orf64","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","OR6C1","0.0","0","0",,"0","0","0","Infinity","false","0","OR6C1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","D2HGDH","0.0","0","0",,"0","0","0","Infinity","false","0","D2HGDH","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","GABRB2","0.0","0","0","0","0","0","0","Infinity","false","0","GABRB2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","UTP15","0.0","0","0","0","0","0","0","Infinity","false","0","UTP15","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","NT5DC4","0.0","0","0",,"0","0","0","Infinity","false","0","NT5DC4","0","0.0"
"10","2.8947368421052633","0.3250818713450293","0.34545454545454546","0.1111111111111111","9","7","false","TRIM23","4.666666666666667","0","9","0","0","0","0","0.8277511961722488","false","0","TRIM23","4126","0.15637860082304528"
,"0.0","0.0","0.0","0.0","0","0","true","LSM6","0.0","0","0","0","0","0","0","Infinity","false","0","LSM6","0","0.0"
"12","1.0","0.16666666666666666","1.0","0.6666666666666666","3","1","false","ZNF629","2.3333333333333335","0","3","0","0","0","0","1.0","false","0","ZNF629","2","0.7777777777777778"
,"0.0","0.0","0.0","0.0","0","0","true","CTSC","0.0","0","0","0","0","0","0","Infinity","false","0","CTSC","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SNX33","0.0","0","0",,"0","0","0","Infinity","false","0","SNX33","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","HMGCS2","0.0","0","0","0","0","0","0","Infinity","false","0","HMGCS2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RTF1","0.0","0","0",,"0","0","0","Infinity","false","0","RTF1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","NCOA7","0.0","0","0","0","0","0","0","Infinity","false","0","NCOA7","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MCM8","0.0","0","0",,"0","0","0","Infinity","false","0","MCM8","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF275","0.0","0","0","0","0","0","0","Infinity","false","0","ZNF275","0","0.0"
"2","1.6923076923076923","0.0","0.5909090909090909","1.0","4","2","false","KYNU","10.75","0","4","0","0","0","0","0.9467455621301776","false","0","KYNU","0","0.8269230769230769"
,"0.0","0.0","0.0","0.0","0","0","true","CCDC13","0.0","0","0","0","0","0","0","Infinity","false","0","CCDC13","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CDK5RAP2","0.0","0","0","0","0","0","0","Infinity","false","0","CDK5RAP2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CCSER1","0.0","0","0",,"0","0","0","Infinity","false","0","CCSER1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TBKBP1","0.0","0","0","0","0","0","0","Infinity","false","0","TBKBP1","0","0.0"
"21","1.0","0.0","1.0","1.0","2","1","false","PRELID2","2.0","0","2","0","0","0","0","1.0","false","0","PRELID2","0","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","BAHD1","0.0","0","0","0","0","0","0","Infinity","false","0","BAHD1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","NOP9","0.0","0","0","0","0","0","0","Infinity","false","0","NOP9","0","0.0"
"18","1.0","0.0","1.0","1.0","2","1","false","XRCC1","2.0","0","2","0","0","0","0","1.0","false","0","XRCC1","0","1.0"
"10","4.157894736842105","0.001163742690058479","0.24050632911392406","0.0","2","8","false","ZFP57","7.0","0","2",,"0","0","0","0.7129186602870813","false","0","ZFP57","22","0.6"
"1","1.375","0.01607142857142857","0.7272727272727273","0.8","5","2","false","OFD1","6.0","0","5","0","0","0","0","0.953125","false","0","OFD1","4","0.75"
