uidA,uidB
Q04206,Q7Z6E9
Q7L2K0,Q9Y4K3
P04637,Q9Y5E5
A4D0S4,P34972
P02461,Q6Y2X3
P08123,Q8N268
O00213,P18075
P34972,P55774
Q04206,Q12999
O14979,P01106
P18075,Q7Z7A1
P02461,Q8NCK7
P41180,Q99731
B2CW77,P02751
P02461,Q6XPS3
P03372,P26885
P25940,Q96N23
O14788,P61927
P23219,Q8WW24
P05412,Q9UN88
P19838,Q14839
P13533,Q9UNN8
O14788,Q3LHN0
P12931,P43355
P31749,Q9Y3U8
P61587,Q9Y4K3
P02751,Q9NRD1
P10415,Q8N323
P02461,P0C6A0
P02818,Q9HAT0
P10451,Q8N556
P0DQW0,Q9UNN8
P18075,Q96IK0
P18075,Q9H4G4
P12643,Q5VTD9
P25940,Q9UK45
A6NNL0,O14788
P10275,Q6NX45
P06401,Q9BUQ8
P03372,P0C7N8
P13639,P19838
P12931,P13693
P19838,Q9Y680
P0CG20,P20908
P06401,Q9BZW2
P31749,Q8IZ21
P04198,Q9NVH1
P42574,Q8WWN9
P07333,Q52LJ0
P42574,Q96I99
P12524,Q13151
Q16539,Q8NG78
P12643,Q14953
P29474,Q8TB52
O60829,P31749
P10451,Q32NC0
P35354,P35410
Q8TF50,Q9UNN8
P34972,Q96M83
Q04206,Q8NA72
Q8NGT5,Q9UNN8
P17612,P23141
P28482,Q2M1V0
P29474,Q9Y2H6
P05997,Q9ULZ3
Q04206,Q6ZTZ1
P07333,Q12913
P12931,Q96AH8
P04629,Q03924
P35523,Q16539
O14788,P41595
P42574,Q7Z3G6
Q04206,Q969W0
P31749,Q96DR8
O15144,P35354
Q96NA8,Q9BQB4
P12931,P25789
A6NFK2,P41180
P04637,Q2TBF2
P08686,P35354
Q6AZY7,Q9UNN8
O95925,P12643
P02818,Q92782
P02818,P33261
P12931,Q8WXG8
Q14469,Q9UNN8
P17612,Q9UHH9
P04004,P81408
P04004,Q7LGA3
P35354,Q9H489
A4D1P6,P04637
P29474,Q14746
P41180,Q92854
P01258,P51530
P10415,Q96NG5
P01106,Q8IZD9
A8K855,P03372
P08123,Q9ULD9
P28482,Q13330
P31749,Q9NY47
P31749,Q92947
A6NNJ1,P04637
P02751,P85299
P31749,Q8N4H5
P04637,Q9Y4L1
P54132,Q16539
P10415,Q5VT52
O95171,P12931
Q04206,Q8N319
Q04206,Q7Z3Y9
P41180,Q96FQ6
P03372,Q8N127
Q16539,Q8IUX1
P02452,P02774
P03372,P63133
P23219,Q5TIE3
A6NNB3,P34972
P01106,Q8N8Q3
P12524,Q5T5A4
P0C2Y1,P29474
P19838,Q13402
O00451,P10415
P49841,Q96AQ2
P04637,P15085
P31749,Q9BRD0
P01258,P0C7M8
P05997,Q9BV94
Q00604,Q16539
P18847,P20908
P20908,Q5VTQ0
O95455,P02818
P02818,Q8NFT6
P02461,Q0VAA5
O14867,P18075
P17612,P42224
O75643,P20908
P17612,Q9HC57
Q9NQ25,Q9UNN8
P43235,Q04323
O76094,Q04206
Q16539,Q99871
P02461,Q9BSJ2
A0A1B0GVM6,P12643
A6ND36,P02461
P35354,Q9BQ50
C9JUS6,Q9Y4K3
P20908,Q711Q0
P49841,Q16623
Q8IWV2,Q9Y4K3
P04004,Q6IMN6
Q16880,Q9UNN8
P02818,Q8WZ26
P04629,P43366
A8MTZ7,P43235
P41180,Q13177
P10415,Q6NUI1
O00587,P02751
P05997,Q96C92
P21741,P23219
O14788,Q6S5L8
P07333,Q8NGF9
P41180,Q5JSJ4
P28482,Q68CZ1
P02461,Q86V81
P42574,Q9NR22
P07333,Q99541
P04004,Q7L622
O14788,Q7Z695
P04629,Q9H720
P10275,Q15532
O94993,P43235
C9J1S8,P01106
P08631,P35354
P12872,P29474
P01106,Q8IWB9
P04637,Q13422
P05412,Q4G0X9
P0C7P0,P49841
P12643,Q13651
P02452,Q8IUC8
O14788,P50148
P01258,P0C853
P18075,P49910
Q569K4,Q9Y4K3
P42574,Q02363
P05997,Q9P267
P63098,Q04206
P06401,Q8N162
P05997,Q8N5M4
Q16539,Q9P0W2
O14788,P82932
P01106,Q9Y4L5
P19838,Q6UXZ4
P13646,P43235
P17612,Q9H069
P41180,Q9NVV2
P41180,Q8NH60
O43293,P06401
Q16539,Q9H270
P04629,P58511
P12524,Q92664
P10275,Q6P1X5
P29274,P49841
P05412,Q8N8Y5
P02818,Q96G30
P10147,P42574
A6NER0,P02751
P34972,Q9NT62
P34972,Q7Z2E3
A0A1W2PPG7,P12524
P12643,P51993
P23219,Q8IX18
P04198,Q96AG3
Q9BQB4,Q9BT92
P19838,Q9UHG0
Q14139,Q16539
P12524,Q96EF6
P05997,Q7Z6M1
Q9NYR9,Q9Y4K3
P01258,Q9Y3Q8
P07359,P12524
O95256,Q04206
P02818,Q12962
A0A0U1RQF7,P02452
P43235,Q9P209
P28482,Q8NEL9
Q04206,Q8TF74
P34972,Q5JSL3
B2RXH8,P01106
O95361,P12643
P04637,Q16609
O14788,P40617
O60844,Q9Y4K3
P04004,Q01973
O95718,P02452
P12524,Q86YD3
P10415,Q8NGB9
P08123,Q9HB29
P23219,Q9Y675
P04629,Q9BZ23
Q16539,Q17R55
P49841,Q96PG2
O14788,Q7Z5M5
O14788,Q8IYP2
Q04206,Q96L58
O00370,O14788
P12525,P28482
P0DI81,P18075
A4D1P6,P29474
O14788,P00709
P12931,Q9H8G1
P02818,Q8NFZ0
P19838,Q6NZ36
P08123,Q99570
P43235,Q9HCJ1
P01106,Q7Z4N8
O95371,P28482
P12931,Q14686
P12643,Q6ZMZ0
P20908,Q96EU7
Q04206,Q99798
P02452,P49454
P02751,Q6PHR2
P12931,Q86VR7
P04637,Q9H0S4
A6NKC9,P07333
P0DTL5,P23219
P35354,Q9H6U8
P12643,P35713
P18075,Q6QNY1
A6NNM3,O14788
O75173,Q9UNN8
P10451,Q6V9R5
O75387,P01258
P07550,P10415
P02751,Q9NZP8
P0DUQ1,P41180
P29474,Q8TEV9
P04629,Q15486
P03372,P30085
P12643,Q06830
A0A075B6W5,P04629
O95340,P10275
P02818,Q9H6R4
P20908,Q53HC9
P18075,Q9NQ76
P18075,P47888
P06401,Q9HAV7
P10415,Q495X7
P02751,Q5VXH5
P00533,P04629
O75581,P34972
P29474,Q9Y446
P04004,P30990
A0A6I8PU40,P05997
P03372,Q6NXR0
A0A2R8YFM6,O14788
P18075,Q96P44
P04004,Q9GZK7
P12931,Q9Y394
A0FGR8,P10275
P18075,Q9Y547
A8MTI9,P34972
P19838,Q9HCU0
P01258,Q16656
Q8TF20,Q9UNN8
A0A577,P12931
P05155,P35354
P04198,Q6ZMT9
P12524,Q9BT73
P12524,Q14184
P01258,Q9H400
O14788,P38935
P05412,Q15119
A1E959,P06401
P14625,P42574
P11049,P12643
P12931,Q96MF7
P12524,Q70E73
P07333,Q99650
Q00978,Q9UNN8
O15178,P19838
P08123,P0C7M3
Q9UNN8,Q9Y3E5
O43402,P34972
P0DMN0,P10275
O95503,P49841
P04198,P60903
P18075,Q9UNA4
Q04206,Q5T5A8
P10451,Q9HCM4
P31749,Q13442
P49841,Q15286
P04637,Q9BXR0
P49841,Q8WUU8
P10415,Q9Y3B7
P01258,Q8WVX9
P04198,Q9BW04
P10451,Q569G3
P01258,Q2KHM9
P07108,P29474
P02751,Q9H2C2
O14827,Q16539
P25940,Q7Z6J9
P06401,Q8WXI4
P04198,Q7RTX9
A0A075B6K5,P18075
P02751,Q96R28
O95785,P01106
Q96R54,Q9Y4K3
P02818,Q9Y2X9
P41180,Q9P2F8
P02751,Q8NH43
P00738,P18075
P04004,Q86VF2
A6NGK3,P20908
P09341,P49841
P10275,Q6NSW5
P17612,Q9NYF0
P48378,P49841
P34972,Q96AQ7
P04629,Q8N2Z9
O15178,Q9BQB4
P41180,Q8NCU4
O43768,P19838
P04198,Q8TBR5
P01106,Q9UPP2
P20908,Q9H4K1
P07333,Q6ZN84
P10451,P14207
P03372,P0CG23
P12931,Q16676
Q8N6L0,Q9BQB4
P01106,P20292
P28482,Q9Y580
O43194,P02452
P10451,P26639
P01106,P07900
P17612,Q8TE68
P02452,Q8N6K7
O14638,P05412
P07333,Q14390
P05412,Q9P0M4
O15066,P02751
P07333,Q6ZUI0
O15428,P49841
P20908,Q8IWL8
Q04206,Q6NSZ9
Q5T4B2,Q9BQB4
P28482,Q9Y5B8
P23219,Q15735
O75935,P04629
P25940,Q9H300
O75051,Q9UNN8
P49841,Q6NT89
P12524,Q4G0U5
P17612,Q9BQS6
P04198,P51649
P0DN84,P28482
A6NM11,Q04206
Q96KP4,Q9Y4K3
A0A0C4DH73,P06401
P02452,Q9ULZ2
P04198,Q9BPV8
O43768,Q9BQB4
P31749,Q8N6H7
O14788,Q9Y3C1
Q00889,Q9Y4K3
P10415,Q16877
P05997,Q5VWT5
O14788,Q8NGJ1
P41180,Q9HC44
O75636,Q16539
P01258,Q9Y2J8
P12643,Q9HAU4
P12931,Q9UBW8
O60729,P10275
O95415,P03372
P03372,Q9C0I1
O60469,P12524
P12931,Q9BV73
P18074,P42574
P07333,P52888
P49841,Q9Y3C0
P00325,Q9Y4K3
A0A1B0GUV1,P07333
P11388,P41180
Q04206,Q9NSA0
P04004,Q13049
P04004,Q9UKC9
O75037,P07333
P02818,Q9H2X0
P10451,Q9NRR2
P04637,Q15438
P10415,Q15121
P05412,P18074
P07333,P20366
P01857,P42574
P25940,Q9NS00
P12524,Q49SQ1
P10275,Q12893
P18075,P46059
P12643,Q13077
P01106,P31358
P02751,P0DTE5
P04637,Q6IA86
P01704,P19838
O95968,P06401
P05412,Q9Y5E6
P29474,Q53FZ2
A8TX70,P28482
Q6V9R5,Q9Y4K3
P10451,Q6KB66
P35354,Q96IR7
A8MV23,P10275
P03372,Q8TAG9
P12524,Q52LC2
P23219,Q96FF7
P23219,P33681
P31276,Q04206
P57679,Q16539
P08123,Q0VDD5
P12034,Q9UNN8
A0A0C4DH30,P04629
P01106,Q9NR82
Q13231,Q9UNN8
P02751,Q9P2U7
P07333,Q8N7S6
P58549,Q16539
P10415,Q99986
A0A6I8PU40,P10451
P20908,P56945
O75764,P06401
P02461,Q9NZH8
P35354,P36551
P02751,P09923
P43235,Q5T4F7
A2RRH5,P04637
P10415,Q9NZC9
P17643,P49841
P10451,Q2WEN9
P18075,Q75MW2
O00358,P05412
P43235,Q96MX3
P35354,Q96KK5
O75064,P42574
P04004,P20933
P08123,Q8WZ42
A6NK53,P05997
P31749,P50552
O14788,O95859
P04637,P20132
P34972,Q8IVU9
P05412,Q96HD1
O95670,P17612
O43312,P41180
P06401,Q6P2M8
Q8WUT4,Q9BQB4
O75712,P06401
O60814,Q9UNN8
Q9HDB8,Q9UNN8
P10415,P17020
O95257,P05997
P05412,Q9H3R5
P50914,Q9Y4K3
P28482,Q15124
P0DKB6,P12643
P28482,Q96HP4
P19838,P60321
P26927,P29474
P15927,P31749
O00144,P02751
P08123,Q6UWW0
P03372,Q569K6
P07333,Q9Y2U9
P35247,P35354
P01258,Q9H0L4
P02818,Q13472
P02818,Q5U651
A8MQ27,P10415
P05412,Q96HE9
P29474,Q9NZR2
P42574,Q9ULD9
P31749,Q01534
P04198,Q9H4F8
Q16539,Q8N4M1
P08123,P59780
P02708,P35354
P19838,Q9Y6N3
P04637,Q9UMR7
P19838,Q5TA89
O60563,P04198
P01599,P20908
P49841,Q9H799
P12643,Q96RK1
P43235,P57053
P43235,Q147U7
P10415,Q9HBF5
P10415,P49758
P02452,Q9BZX4
P08123,Q6K0P9
O75626,P25940
P04004,Q96LR5
P12931,Q8IWT1
P28482,Q9P016
P17612,Q9Y2I6
A2RTX5,P07333
Q96D09,Q9Y4K3
P01258,Q8N2N9
P19838,Q5JUQ0
P34972,Q8NBN7
P02751,P29401
P02461,Q9Y2W6
P25940,Q16518
P01106,Q16543
P09668,P34972
P29474,Q7RTZ2
O15318,P41180
P03372,Q6ZMB5
P29474,P55851
P35354,Q9BR09
P04004,Q96PY5
Q8N205,Q9BQB4
A0AVI4,P02818
P12931,Q16586
P18075,Q9BVW6
P25940,Q6AI08
O14788,P41161
Q04206,Q6DKK2
P06401,P07814
P05412,Q02742
P02452,P43115
P43235,P78417
P05997,P08173
O60268,P29474
P05997,Q6ZTI6
P10451,Q5FWF7
P43235,P55017
O00291,P12524
P12643,Q9Y570
P34972,Q9UKM7
P18075,P83859
P02452,Q6TFL3
P0CE72,P41180
P12643,Q9NVV0
P35354,Q8N878
P12643,Q9NX61
P07333,Q5VUA4
P02751,Q96M53
P02452,P15848
P02452,Q8TBE7
P04004,Q8WWA1
P03372,P30740
P02461,Q6L8G9
O14788,P49619
P02461,Q9P270
P28482,Q12802
P18850,P23219
P02751,Q8NHC8
P08123,P41219
P04629,Q6ZTY9
O00330,P23219
O96014,P04637
P04004,Q9UM00
P02818,Q5TYW2
P04198,Q8N9H9
P04004,Q5TH69
P04637,Q96BF3
P10415,Q12841
P12931,Q9P2G4
P31749,Q8IW75
P04004,Q96MT4
P02461,Q96RT8
P17612,Q9BZE9
P02461,Q15072
P01106,Q9H8E8
Q8TDY4,Q9BQB4
P04198,P39880
P04198,P0DML2
O00623,P18075
P01834,P17612
Q9UNN8,Q9Y2S2
A0A2R8YCJ5,P12524
O60548,P04004
P41180,Q17RY0
P31749,Q9GZU1
P01106,Q9ULW2
P12931,Q8N813
P07333,Q15116
O00566,P25940
P28482,Q1KMD3
Q14CZ7,Q9BQB4
O95865,P07333
P10415,Q86VL8
P01258,P53355
P07333,Q9NSC2
P01106,Q6ZS62
P02461,P51617
P06401,Q8WVV4
Q13889,Q9Y4K3
O43614,P34972
Q9BTE0,Q9Y4K3
P04637,Q9Y2Q0
A8MQT2,P19838
P28482,P61574
P10415,Q99784
P02452,Q5M8T2
P23219,Q9H6D3
P05412,Q717R9
P01258,Q96K37
P23219,Q5SYC1
P29474,Q9UGT4
P19838,Q9NWS1
A6NK53,P10451
P01106,Q8IYT3
P10451,Q92545
P04637,Q13496
P04637,P35573
O95257,P10451
P49841,Q13094
P07333,Q6UWF3
P43235,Q8WYQ3
P07333,Q6PID6
P10275,Q92841
P01258,P25815
P29474,Q14166
Q16539,Q4KMZ1
A6NGE7,P10275
P43235,Q71U36
P01106,Q9Y651
P05412,Q8NC38
P20908,P38117
P04198,Q8IWL2
P22692,P34972
P02751,P55895
P02751,Q5T7V8
Q8IXL7,Q9UNN8
P20908,P49792
A0A1B0GUU1,P35354
A0A075B6S9,P12931
P43235,Q9P2N7
P43235,Q8TD19
P10275,Q5W0B1
P03372,Q9UIW0
A0A1B0GUT2,P03372
P01106,Q9NTK1
P42574,Q99570
P28482,Q96PQ0
Q04206,Q8IXI2
Q5T011,Q9UNN8
P28482,Q5JX71
P01258,Q9NPI9
Q96A37,Q9UNN8
P01619,P04629
P05997,Q8N2E6
P19419,Q04206
P78560,Q9Y4K3
P12524,P61586
P03372,Q05209
P19838,Q9Y5H0
P04004,P05019
P23219,P48651
Q5EB52,Q9Y4K3
P12931,Q53H64
P13501,P41180
P01258,Q6UWB4
P25940,Q49A17
P19838,Q9UGI9
P08123,Q13572
P25940,Q9H5P4
P24588,P29474
P22736,P42574
Q6R327,Q9UNN8
P28482,Q14392
P43235,Q9Y5B6
A6NJU9,P03372
P07333,Q15283
O75962,P04004
P10451,P60008
Q9BQB4,Q9UNA3
P10275,P10827
P25940,Q8N3J5
P01106,Q8WXQ8
P31749,Q8IU54
P04637,Q86UP2
O75678,P04637
Q9P2P5,Q9UNN8
P00441,Q16539
P18075,Q2M2I5
P02751,Q96MG8
P10275,P22087
P17612,Q9NZ56
P25940,Q8N6N3
P01189,P35354
O75298,P12643
P19838,Q71RG6
P42574,Q9BY77
C9J302,P02818
P04637,Q9NQW5
A8MTY7,P17612
P03372,Q9UBQ7
P35548,P42574
P02751,Q13439
P34972,Q9BXW6
P17612,P56377
P06401,Q86UY5
O75820,P08123
P06401,P46926
P23219,Q96T25
P02751,Q8NH01
P02461,Q7Z3T8
P04637,Q6UXY8
P04004,Q6AHZ1
P28482,Q9NP50
P10451,Q9H347
P02818,Q9UL36
P08123,Q9UBR4
Q9HBH9,Q9UNN8
P02461,P78552
P01106,Q8WWM1
P12931,Q4G0N0
P05997,P26378
P12643,P52292
P02461,Q07812
P31749,Q09028
P25940,Q5VST9
P02818,P87889
O14788,Q16880
P12643,Q96CG3
P25940,Q9Y5J5
P04629,Q13129
P20908,P42229
P02461,P26368
P04629,Q8WTQ1
Q9UKV3,Q9Y4K3
P04629,Q9H6B9
P28482,P30273
P06401,P17014
P12643,Q9HBJ0
P02452,Q8IZL8
P02452,Q96PL5
O94985,Q9UNN8
P12931,Q9H2D1
P42574,Q9UQN3
P12643,Q13045
P04004,Q9UBH0
P02461,Q8NEC7
A7XYQ1,P01258
P19838,Q3B7I2
P25774,P43235
P02452,Q93100
P10275,Q6ZRG5
P02818,Q5SYE7
P04198,Q6P6B1
A0A0B4J275,P02461
P20908,Q9BTN0
P25940,Q9UP79
P49841,Q9H0W8
A0AUZ9,Q9UNN8
P10451,P20783
P41180,P55197
P29474,Q9UBX8
P02751,Q5BIV9
P01258,Q6T311
P17612,Q15612
O75290,P34972
P04629,Q86Y07
P08123,Q9BY43
A0A0U1RR11,P08123
P18075,Q9UN79
P02461,Q8TD33
P02818,Q9H4D5
P25940,Q9UNF1
P17612,P61366
P05997,Q92859
P01229,P12524
P02461,Q13492
P48741,Q9UNN8
P12931,Q14264
P12931,Q8IZF2
P0CW01,P35354
P0DSE1,Q04206
Q9H8J5,Q9Y4K3
C9JLJ4,P42574
P10415,Q8WUF8
P41180,Q9NZN4
P04629,Q5JTW2
O00634,P34972
P03372,Q9H867
P11387,P23219
P42574,Q9UBI6
P04637,Q5VZ66
A6NMB9,P28482
P10415,Q9NRZ9
P25940,P78540
P25940,Q3LI61
O76061,Q04206
P35354,Q14152
P01258,P08218
P25940,Q86UP6
P05412,Q9Y3M2
P12643,P54920
P12643,Q08AI8
P35354,Q6PJI9
P10415,Q96R08
P31749,Q8NGR2
P10415,Q02338
P25940,P27816
P02461,Q9ULX7
O15399,P43235
P06401,P38646
P17612,Q15813
P05412,Q9NYL2
A0A075B6W5,Q9Y4K3
P18075,Q8TE59
P21741,P25940
P10275,Q0P5N6
O95780,Q16539
P19838,P25325
P04637,Q9Y5X5
Q9BQB4,Q9UNI1
P06401,Q93052
P05412,Q6UWQ5
P00533,Q9Y4K3
P12643,P61158
P04004,Q9HAK2
P01106,Q5TGY1
P25940,Q9HAV4
A0A075B734,P29474
O95047,P01106
P03372,Q9Y2W7
P31749,Q7Z5H4
P01566,P18075
P02751,P60413
P09238,P10415
P23458,P28482
P03372,Q9H7N4
A6NDX5,P41180
P34972,Q12893
P08123,Q9UDR5
P02461,Q5T4T1
P35354,Q96LJ8
P01106,P0C7V6
P04198,Q9UFF9
P12643,Q9H900
P12931,P49427
P08123,Q9Y4D8
P28482,P46094
P04637,Q6NUQ1
P07998,P41180
P10415,Q9C0K0
P18075,Q9Y5P1
Q04206,Q56P03
P42574,Q0VDD5
P04004,P62195
P12524,Q6ZTQ4
P06401,Q9NYA4
P25940,Q9UBT2
P23219,Q14721
P01258,P01848
O00762,Q04206
P29474,Q96K49
O94855,P12931
P02751,Q5VWK5
P13284,P20908
P04637,Q8IZM9
P69849,Q16539
P05997,Q99788
P22304,Q9BQB4
O14788,Q96KP1
Q15649,Q9BQB4
O75678,P29474
P35354,Q8NHZ7
P04083,P23219
P12524,Q16629
P10275,Q86W34
P03372,P55285
P02818,Q9Y324
O60238,P01258
P04637,P78363
P03372,Q8NG75
P01258,P07339
P12931,Q9Y4D2
O43638,Q9Y4K3
Q96Q27,Q9UNN8
P10070,P31749
A0A0A0MS02,P20908
O15068,P12931
P29474,Q9BWV3
P02461,P0DTU3
P12643,Q9NRI7
P31749,P32322
P05997,P32302
P01258,Q9NVI1
O43464,P10415
P05412,Q9BY07
P17612,Q99612
P12643,Q9Y2H2
P49841,Q8N5Y2
P08648,Q9Y4K3
P05412,Q9P253
P28906,Q9UNN8
P29474,Q15596
P28482,Q8NGE8
P04629,Q96PN7
P15848,P28482
P03372,Q8IYW2
P02461,P04201
P01106,Q96NT3
P04198,P34931
P02461,Q96BP3
P19838,Q86XR5
F5H4B4,P29474
P42574,P59780
P31749,Q8NH89
P04637,Q9ULI0
P19838,Q9ULC0
P12643,Q9NVR5
P25940,Q5TBB1
P22234,P28482
Q9BQB4,Q9H228
P10451,P34059
P04629,Q9H6B1
P04198,Q5VX52
P19838,Q9UBR1
P02818,P08670
O15397,Q9Y4K3
P05997,Q5GH76
P04198,Q6WN34
P03372,Q5JNZ3
P42574,Q6K0P9
P08123,Q9UIC8
O75110,P05997
P25940,Q8WVM8
P04198,Q16559
P10415,Q96QS1
P35354,Q6P9H4
P01106,Q8TBE3
P18075,Q8N5X7
P02818,Q96BD0
P0DTL5,P25940
P01258,Q8NEM0
P29474,Q9C0B9
P18075,P78543
P06401,Q8IUH3
P12931,Q9ULX5
P04004,P78369
P07333,Q15323
P08123,Q9BRK5
P31749,Q9NQ94
P12931,Q3SYB3
P03372,Q96T66
Q8N584,Q9Y4K3
O43826,P02461
P20908,Q8N1N2
P10451,Q9NR64
P04629,Q14973
P18075,Q8TBB0
A8K010,P12643
Q5TCH4,Q9BQB4
P10451,Q96L91
P06870,P10415
P02452,P09488
P08123,P0DTE4
P19838,Q9NRW4
P49841,Q86Y97
P05412,P0CB47
P12931,P15172
P01106,Q9H0F6
P42574,Q14088
P07333,Q8NEM8
P02751,Q9H6Q4
P31749,Q92858
P10275,Q8IUQ0
A0A087WT01,P02818
P19838,Q3C1V1
P08123,Q96LW7
P07333,Q9H5Z6
P25940,P42701
Q9UKN1,Q9Y4K3
O14788,Q8N4B1
P10275,Q6ICG8
A0A0C4DH30,Q9Y4K3
P01106,Q8N1L4
P34972,Q99741
A0A0B4J280,P02461
P01258,Q2M3R5
P02818,Q8NI28
O75648,P01106
A0A0B4J276,P02818
P20908,Q6NUM9
Q04206,Q53EZ4
Q04206,Q96F86
P08123,P17655
P05997,Q9HAU6
P05412,P18509
P31749,Q08629
O75151,P43235
O14788,Q15363
O00755,P01106
P04629,Q99719
P41180,Q8NB49
P02751,Q9HCH3
P01258,Q9HC96
P49841,Q9HBD1
P23219,Q9NWQ9
P17612,Q92968
P02818,Q8N8K9
O43296,Q9UNN8
P17612,Q9NRX3
P08123,Q13042
P18075,Q12798
O14874,P35354
P25940,Q9NQE9
Q04206,Q8NHY6
O75582,P03372
P01106,Q587I9
P06401,Q7Z6B7
P06401,Q96MB7
O14715,Q04206
P01258,Q969T3
P12931,Q14236
P0DSE2,P49841
Q16539,Q86V24
Q04206,Q12918
P05997,Q6NXP6
Q16539,Q6VN20
O60318,P42574
P17612,Q3KPI0
O60496,Q9BQB4
A0A0B4J2E0,P04629
P08123,Q13642
O14788,O14921
O95721,P01106
O00487,P12931
O75128,P02751
P20908,Q5TEU4
P05412,P51857
P04629,Q96DN5
P01258,Q14667
P01579,P28482
P05997,P15313
P0DP74,P10415
P05412,P06028
P31749,Q6XZB0
P02452,Q96L12
P28482,Q99835
P43235,P49448
P12931,Q8N812
P04629,P52630
O14983,P01258
P02751,Q9NY93
P12931,Q8WZ59
Q16539,Q96J94
P01106,Q9H195
P41180,Q9BVJ7
Q8N6G5,Q9Y4K3
O14788,P98187
P04637,Q9Y574
P10451,P48594
P08254,P12643
P07333,Q6UXD1
P0CH98,Q04206
O60936,P12643
P07237,P18075
P10451,Q9NQW8
O94901,P01106
O43506,P04198
P04198,Q8NH95
P04629,Q8NH92
P49841,Q9H0M4
A6NH21,P02818
Q9BQB4,Q9Y5E8
O43432,P02461
O75110,P10451
P02452,P11166
P12524,Q9NXH9
A6NCL7,P12643
A6NKF1,P02461
P08123,Q15819
P12524,Q16572
P02818,Q96JK4
P10451,Q14CZ8
O14788,P07498
P29474,Q5T700
P01106,P22680
P31749,Q96CP6
P43235,Q8N4C8
P42574,Q13572
O15370,P01106
P04637,P78556
P0C629,P12643
P01258,P17031
P01023,P12931
O14686,P04629
P18075,Q86SH2
P08174,P20908
P28482,Q7RTV0
P02461,Q03936
O14832,P01258
P23219,Q96NX5
P17612,Q5VWQ8
P04637,Q96GC5
Q8N442,Q9BQB4
A6NIR3,P10275
P01258,Q9H1E3
P34972,Q96F45
O94983,P05412
P02452,Q15018
P19838,Q9NPJ4
A6NC05,P03372
P02452,Q5T686
P06241,P20908
P12931,P42357
P02686,P12524
Q04206,Q9NYL4
O14788,Q92911
P18075,Q6UXQ4
P17612,Q5VXT5
P01258,Q9UM21
P02452,Q14160
P02452,Q9UBX2
P04629,Q9Y2T6
P41180,P78325
A0A1W2PQC6,P02461
P25940,Q86UU5
P02818,Q5JU67
P02452,Q9BZL3
P28482,Q8TDP1
P10275,Q96LL4
P02818,Q6P3X3
P31749,Q96R27
O00399,P43235
A7KAX9,P04629
P04629,Q4V328
C9JJ37,P12643
P03372,Q9BT23
P04629,P17948
P08621,P20908
P08123,Q02156
P04629,Q8NH70
P41180,Q6ZSZ5
P10415,P51153
P25940,Q8IW40
P29474,Q9NYI0
P02461,Q9NUQ9
P19838,Q8NHC7
O94953,P12643
P04637,Q8N1M1
A0A1B0GUC4,P23219
P17612,P20226
P19838,P81877
P12524,Q9H3Y0
P03372,P29460
P01258,Q96R48
P04637,Q6UWQ7
Q16539,Q8IYS2
P12931,P31947
P12643,Q8NGJ8
P01258,Q96GE4
P10275,Q99706
P10275,Q67FW5
P02751,Q9BXU3
P04004,Q8NCS7
O60678,P20908
O14788,Q7Z6I6
P07333,Q7Z4V5
P20908,P42330
P31749,Q6ZNQ3
P10275,Q96FA7
P10275,P54278
P49841,Q9Y365
A6NGN4,P29474
P19838,Q8TBP6
P12524,Q9UHI6
O43169,P42574
P49841,Q9P225
P42574,Q9BY43
A6NCQ9,P02818
P10275,Q09328
P07333,Q8N808
P05412,P35268
P43235,Q8NEP3
P10275,Q92830
P43235,Q8ND24
P10275,Q8TDU6
P41180,Q8TDI0
P28482,Q16563
P17612,Q14699
P05412,P51575
P19838,Q9UBC7
P18075,Q6NXP0
A2A2Y4,P02818
P02818,Q9NV64
P10451,Q9Y3D8
P02452,Q5U649
P0DSN7,P42574
P08123,Q99848
P03372,Q5T4S7
P23219,Q6P5Q4
P34972,Q674R7
P04198,Q7Z3Y8
O60341,P01106
A6NHS7,P04629
P01106,Q8N8B7
P31749,Q8N1D5
P05412,Q9BRL6
P01106,P38567
P08123,Q9Y2V0
P02461,P42898
P05997,Q7L523
P12645,P29474
P08123,P13804
A8MPS7,Q04206
P35354,Q02252
P06401,Q9NVP1
P07333,Q16836
P20908,P67936
O14788,Q9HCQ7
A0A0J9YX94,P34972
P43235,P49447
A0PJZ0,P01258
P12524,Q8NGS5
P17612,Q7Z3C6
Q04206,Q9BV36
P12643,Q6Q8B3
P02751,Q8TDW4
P43235,Q13007
P12931,P78504
P12931,Q96A59
P01106,P04085
Q13618,Q9UNN8
P34972,Q0P5N6
P02818,Q9H7T9
P18850,P25940
P29474,Q96I59
O14772,Q9BQB4
P43235,P61572
P12931,Q9BQ08
O95298,P49841
Q16539,Q6DKJ4
P41180,Q96DU3
P12931,P21554
P07333,Q8TDE3
P12524,Q16661
P01258,Q5JTJ3
O75317,P10275
P03971,P35354
Q04206,Q9NWZ8
Q96DT0,Q9UNN8
P02461,P17096
P55957,Q16539
P02751,Q75V66
A0A286YF60,P01106
P34972,Q9UI43
P02461,P47989
P42574,Q9Y4D8
P41180,Q15465
P05997,P35249
P20908,Q9Y2N7
Q8N2R0,Q9BQB4
P10415,P30626
P42574,Q9BSK0
P34972,Q6P1K8
Q16539,Q9GZZ8
P05412,Q6MZN7
P12643,Q96M85
P10415,Q96PF1
O95229,P23219
P04198,Q92696
