uidA,uidB,method,Host_organism_taxid,numParticipants
O15085,B2RXH8,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
P02751,P00533,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O00629,P32121,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q14152,P60228,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P62899,A0A024RBN1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8WXF0,O60264,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q13123,Q9UHB6,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
O95477,A0A024R732,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O95477,A0A024R732,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O95477,A0A024R732,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O95477,A0A024R732,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024RBN1,Q15008,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P17544,A8K3E0,"psi-mi:""MI:0364""(inferred by curator)",taxid:9606(Homo sapiens),2
O60573,Q9P0V3,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
A0A024R4M0,A0A024RBN1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y6C2,A0A024QZ08,"psi-mi:""MI:0231""(mammalian protein protein interaction trap)",taxid:9606(Homo sapiens),2
Q9HAU0,O15075,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q9Y2P4,A0A0S2Z491,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
O00370,A0A024R371,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q9UL63,Q8IUR7,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
C4B4C6,P01106,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
C4B4C6,P01106,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9H7Z3,D3DU92,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y458,Q96BE0,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
A4D0P7,A0A024R6R3,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
A4D0P7,A0A024R6R3,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
P11908,O43765,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
Q9ULD6,P62333,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P0CG48,Q9Y4K3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P0CG48,Q9Y4K3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P0CG48,Q9Y4K3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P0CG48,Q9Y4K3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P0CG48,Q9Y4K3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P0CG48,Q9Y4K3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P16389,A1PR14,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O14867,O14867,"psi-mi:""MI:0364""(inferred by curator)",taxid:9606(Homo sapiens),2
Q9BY66-3,P10275,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9BY66-3,P10275,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q14164,Q13404,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
B4DYC6,P51788,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
B4DYC6,F1D8N1,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
Q9BRT8,P53582,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q2TV78,P17096,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q86Y37,O60341,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q86Y37,O60341,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R6A3,A0A024QZ62,"psi-mi:""MI:0813""(proximity ligation assay)",taxid:9606(Homo sapiens),2
Q14657,A0A1U9X8D7,"psi-mi:""MI:0231""(mammalian protein protein interaction trap)",taxid:9606(Homo sapiens),2
Q96FT9,Q7Z4L5,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P98177,P45481,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9BZI7,A0A024R7L8,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9BZI7,A0A024R7L8,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P35499,P62906,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q86VP6,A0A024R475,"psi-mi:""MI:0019""(coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P20585,Q96RT6,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A0A024RC37,Q86Y13,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
A0A024R994,A0A140VK49,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P03950,A0A024R5Z7,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
P03950,A0A024R5Z7,"psi-mi:""MI:0813""(proximity ligation assay)",taxid:9606(Homo sapiens),2
Q8NEY1,A0A024R058,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P63261,P40123,"psi-mi:""MI:1203""(split luciferase complementation)",taxid:9606(Homo sapiens),2
Q16778,A4D1E9,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
O75044,P30305,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q9UPV0,Q53HC0,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q9UPV0,Q53HC0,"psi-mi:""MI:0018""(two hybrid)",taxid:9606(Homo sapiens),2
Q04206-2,Q9ULX6,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
Q8IVT5,Q15678,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q99490,Q04695,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q9CZT8,D3DPA4,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9CZT8,D3DPA4,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O75161,Q08AE8,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R1L9,O14757,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q13200,A0A024R880,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
A0A024R3X4,Q15424,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q8N456,A0A024R8S5,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A0A024RB85,A0A024RBN1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P16401,Q14689,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q15836,Q14164,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P03129,Q9Y6Q5,"psi-mi:""MI:1203""(split luciferase complementation)",taxid:9606(Homo sapiens),2
Q9NYL2,Q9NYL2,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8N4P2,A0A024RE02,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q9Y3U8,P62424,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A0A024RD15,A0A024R2W7,"psi-mi:""MI:0813""(proximity ligation assay)",taxid:9606(Homo sapiens),2
O60739,A0A024RDE5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P06729,A0A0S2Z5P3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P06729,A0A0S2Z5P3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96LA8,Q9Y2M5,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96LA8,Q9Y2M5,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q08351,Q8WWM7,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P27732,H9NIL8,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
P27732,H9NIL8,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
P08913,P08913,"psi-mi:""MI:0012""(bioluminescence resonance energy transfer)",taxid:9606(Homo sapiens),2
P08913,P08913,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P12004,Q9Y4K3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O43896,E9KL44,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
P0DTC8,B1PKY1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P0DTC8,B1PKY1,"psi-mi:""MI:0054""(fluorescence-activated cell sorting)",taxid:9606(Homo sapiens),2
P0DTC8,B1PKY1,"psi-mi:""MI:0054""(fluorescence-activated cell sorting)",taxid:9606(Homo sapiens),2
P0DTC8,B1PKY1,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
P0DTC8,B1PKY1,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
P35637,O00571,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
P40763,Q14765,"psi-mi:""MI:0364""(inferred by curator)",taxid:9606(Homo sapiens),2
Q12857,P23769,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
F1T0B6,Q96AP0,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
P30154,Q13362,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8NHW5,Q15653,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
O60739,Q13526,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
E5FQ95,A0A024RB85,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9H204,A0A024R1J9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024QZZ7,Q13127,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q8TF20,Q15149,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A4D0V4,Q6IBS0,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P19525,Q9UL40,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q12888,Q99986,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9ULJ3,O43896,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q93079,P62987,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q9BW83,Q86WT1,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
O95684,Q9NXC5,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
A2I2N5,A2I2P0,"psi-mi:""MI:0364""(inferred by curator)",taxid:9606(Homo sapiens),2
P03431,Q99959,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P03431,Q99959,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P03431,Q99959,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P03431,Q99959,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
O94933,Q93079,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q9UIS9,Q13547,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P12004,O43257,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
P28749,P24837,"psi-mi:""MI:1203""(split luciferase complementation)",taxid:9606(Homo sapiens),2
P62330,P39656,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q14974,O15131,"psi-mi:""MI:0364""(inferred by curator)",taxid:9606(Homo sapiens),2
A0A140VK73,A0A024R739,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
A0A140VK73,A0A024R739,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
P46098,A5X5Y0,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
P46098,A5X5Y0,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
P46098,A5X5Y0,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P46098,A5X5Y0,"psi-mi:""MI:0364""(inferred by curator)",taxid:9606(Homo sapiens),2
P46098,A5X5Y0,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
Q9BZ95,P41218,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9BZ95,P41218,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9UDX5,A0A024RBB6,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13547,P22670,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q13547,P22670,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R9J6,A0A2S1ZR87,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P47813,A0A024R2F2,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9BXC9,Q9NQ48,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
A0A024R9C8,A0A024RAP5,"psi-mi:""MI:0231""(mammalian protein protein interaction trap)",taxid:9606(Homo sapiens),2
A0A024RAS3,O95166,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13813,A0A024RD59,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q7Z4G1,Q8N668,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
O43513,Q9BTT4,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O43242,Q9BUV8,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P63279,Q9HD42,"psi-mi:""MI:0018""(two hybrid)",taxid:9606(Homo sapiens),2
P14618,A0A024R2Q3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P14618,A0A024R2Q3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P14618,A0A024R2Q3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P14618,A0A024R2Q3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P14618,A0A024R2Q3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P14618,A0A024R2Q3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P14618,A0A024R2Q3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P14618,A0A024R2Q3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P14618,A0A024R2Q3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P14618,A0A024R2Q3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13387,P00533,"psi-mi:""MI:0112""(ubiquitin reconstruction)",taxid:9606(Homo sapiens),2
P23588,P53350,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q9ULJ3,Q8TC76,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q12874,O75940,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P03427,Q13077,"psi-mi:""MI:1203""(split luciferase complementation)",taxid:9606(Homo sapiens),2
A0A024R179,A0A0S2Z4K2,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A0P1J1R0,P05023,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A0P1J1R0,P05023,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q99873,P61978,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q99873,P61978,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P08243,P62424,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
O75344,Q70CQ1,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
P62136,A1LU61,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A140VK42,Q9Y4K3,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
A0A0S2Z4W4,Q92917,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A0S2Z4W4,Q92917,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9NYJ8,Q00610,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
P62136,Q9H6T3,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P56524,Q9Y4E1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024RBM9,P23258,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
A0A384N5Z8,Q96ST3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9NUU7,P03430,"psi-mi:""MI:1203""(split luciferase complementation)",taxid:9606(Homo sapiens),2
Q13547,Q06455,"psi-mi:""MI:0813""(proximity ligation assay)",taxid:9606(Homo sapiens),2
P49815,P24385,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q71DI3,Q00532-2,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q8IXQ5,Q9C0F1,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
A0A024RCF8,A0A384MQX1,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
O15067,A0A024R2F2,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13233,P0CG47,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
Q9P202,A0A024R2I9,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q07890,Q9Y5X1,"psi-mi:""MI:0019""(coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O75309,P50914,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q9P0L0,O95070,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
D9IAI1,E5FQ95,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R2W3,O43164,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024RBH9,Q15628,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
Q9UJW3,Q9Y6K1,"psi-mi:""MI:0071""(molecular sieving)",taxid:9606(Homo sapiens),2
A0A1X7RBF7,P49281,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P06423,O95235,"psi-mi:""MI:0428""(imaging technique)",taxid:9606(Homo sapiens),2
P40763,A0A024R4M0,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y333,Q9H9D4,"psi-mi:""MI:0018""(two hybrid)",taxid:9606(Homo sapiens),2
Q8TC76,O75420,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
F1D8T1,A8MYZ6,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
F1D8T1,A8MYZ6,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
F1D8T1,A8MYZ6,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
F1D8T1,A8MYZ6,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q75MH1,A0A0S2Z5P3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
D3YJ43,O88508,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R4Q5,O00327,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
A0A140VK70,Q92597,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024RCA7,O76090,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A2I2P1,Q9UNS1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P30837,A6NMZ7,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A0A384MR33,A0A024R4L1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q99570,Q96F24,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q99570,Q96F24,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
D3DPA4,Q9CR14,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
D3DPA4,Q9CR14,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8WXH2,Q9Y6E0,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9P2H3,Q9BW83,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q9ULR3,Q5TCZ1,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
A8K287,P32856,"psi-mi:""MI:0019""(coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96S53,A0A024R1L9,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
A0A1L1UHR1,A0A0S2Z4Z8,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9UKT8,Q9NP62,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9UQB9,Q9NQS7,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
Q9UQB9,Q9NQS7,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P19525,Q08211,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A140VK70,Q9Y4K3,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
Q04206-2,P0DPH7,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
P48454,N0E4C7,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
A0A0S2Z4U0,Q6V1X1,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q99836,Q8IUQ4,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q99836,Q8IUQ4,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q06124,A8K5D4,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q06124,A8K5D4,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q5R372,Q6NSJ2,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
A0A2X0SFG1,P10827,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A2X0SFG1,P10827,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
