uidA,uidB,method,Host_organism_taxid,numParticipants
P17096,Q9Y6N7,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q8IVJ8,A0A024RBH2,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A0A024R6A5,P49407,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R6A5,P49407,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q15631,Q9Y4K3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q75MH1,A0A0S2Z4K2,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R1K0,Q9Y4F3,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P33240,A0A024R6H0,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P33240,A0A024R6H0,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A8K031,Q9HBM1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A8K031,Q9HBM1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A8K031,Q9HBM1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A8K031,Q9HBM1,"psi-mi:""MI:0231""(mammalian protein protein interaction trap)",taxid:9606(Homo sapiens),2
O75554,Q15428,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A0A024QYT5,P00749,"psi-mi:""MI:0364""(inferred by curator)",taxid:9606(Homo sapiens),2
A0A024R0H7,O14744,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R0H7,O14744,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R0H7,O14744,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q01844,Q9Y6E0,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96SQ5,A0A024R7B7,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
Q4V328,Q86Y13,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
O41790,P50570,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O41790,P50570,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8TEJ3,Q96QZ7,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q14686,P10275,"psi-mi:""MI:0018""(two hybrid)",taxid:9606(Homo sapiens),2
Q14686,P10275,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P12004,Q19T08,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
A0A024RDW8,P02462,"psi-mi:""MI:0364""(inferred by curator)",taxid:9606(Homo sapiens),2
P29590,O15055,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P29590,O15055,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P29590,O15055,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
P29590,O15055,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
D3DU92,O95232,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A140VKE7,A0A140VK57,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q86UW6,Q15149,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q9NY93,Q8WZ42,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R7M1,Q9UBC1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q86X55,Q05826,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q86X55,Q05826,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q86X55,Q05826,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q86X55,Q05826,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R6W2,Q01201,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
Q9H7X7,Q9NWB7,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P30622,N0E4C7,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P30622,N0E4C7,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P29590,P03129,"psi-mi:""MI:1203""(split luciferase complementation)",taxid:9606(Homo sapiens),2
A0A024R730,P27824,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R730,P27824,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O76064,A0A024R411,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P54274,A0A024R1S8,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
B4DJ51,Q99759,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
P54762,Q13322,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
Q9BXY4-2,Q6ZPD9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8IWX8,Q8WVK2,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8IWX8,Q8WVK2,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q15223,A0A024R7Z5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q15223,A0A024R7Z5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q15223,A0A024R7Z5,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
P05452,Q01804,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96AG4,Q9UPN4,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A0A024R8H5,Q13489,"psi-mi:""MI:0813""(proximity ligation assay)",taxid:9606(Homo sapiens),2
P43360,Q549N5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R2F2,A0A024R565,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9H8S9,Q9Y4K3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q03350,Q07954,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R4D1,P61201,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q9UKF2,P07339,"psi-mi:""MI:0813""(proximity ligation assay)",taxid:9606(Homo sapiens),2
Q9UKF2,P07339,"psi-mi:""MI:0813""(proximity ligation assay)",taxid:9606(Homo sapiens),2
A0A024R438,B9A6K1,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
A0A024R438,B9A6K1,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
A0A024R438,B9A6K1,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
Q86XD5,Q96AP0,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
O14965,A1PQX5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O14965,A1PQX5,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O14965,A1PQX5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O14965,A1PQX5,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O14965,A1PQX5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O14965,A1PQX5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9ULK4,Q9Y2X0,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9ULK4,Q9Y2X0,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P61244,Q96EK4,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q9NY93,P47914,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O15516,A0A024RDL6,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q9Y4K3,P24539,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y4E8,Q14C86,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q00613,P49137,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q00613,P49137,"psi-mi:""MI:0071""(molecular sieving)",taxid:9606(Homo sapiens),2
Q00613,P49137,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P25106,P06465,"psi-mi:""MI:1203""(split luciferase complementation)",taxid:9606(Homo sapiens),2
Q14739,Q9Y5J5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8WYQ5,P19338,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8WYQ5,P19338,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
A0A140VJT0,A0A024R3T8,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q15642-2,A0A384N629,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A1U9X8F2,Q9BSM1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P17275,P01100,"psi-mi:""MI:0231""(mammalian protein protein interaction trap)",taxid:9606(Homo sapiens),2
P54257,Q8N157,"psi-mi:""MI:0071""(molecular sieving)",taxid:9606(Homo sapiens),2
P54257,Q8N157,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P54257,Q8N157,"psi-mi:""MI:0018""(two hybrid)",taxid:9606(Homo sapiens),2
P54257,Q8N157,"psi-mi:""MI:0019""(coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P62140,P24385,"psi-mi:""MI:0678""(antibody array)",taxid:9606(Homo sapiens),2
P42766,Q5SQS8,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q92569,P08631-2,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
Q92569,P08631-2,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
Q5C9Z4,A0A024R8W0,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
Q5C9Z4,A0A024R8W0,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8WWY3,P14678,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
O76013,Q9ULA0,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O43347,A0A024R9Y1,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
Q9UPQ3,A0A024R058,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P15927,A0A024R0N2,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
P15927,A0A024R0N2,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q53HC9,O95619,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q96FJ2,Q86UE8,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q86WI3,P52294,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O75152,P16403,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q06649,Q9H2K2,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q06649,Q9H2K2,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q06649,Q9H2K2,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q5S007,A0A024R939,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q5S007,A0A024R939,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q5S007,A0A024R939,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q5S007,A0A024R939,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9H3Z4,Q92692,"psi-mi:""MI:0012""(bioluminescence resonance energy transfer)",taxid:9606(Homo sapiens),2
Q9H3Z4,Q92692,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
P07437,Q13233,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
O00327,P05412,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q86Y91,Q15691,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P36817,P10914,"psi-mi:""MI:1203""(split luciferase complementation)",taxid:9606(Homo sapiens),2
Q9Y2X0,Q71SY5,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y2X0,Q71SY5,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q00987,A0A024R1Q8,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q00987,A0A024R1Q8,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q00987,A0A024R1Q8,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q00987,A0A024R1Q8,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P23396,Q15843,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
P23396,Q15843,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
Q7Z4H7,O60341,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P56524,Q96S53,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P35268,Q14164,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P20333,Q9H1R3,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
P05549,P24835,"psi-mi:""MI:1203""(split luciferase complementation)",taxid:9606(Homo sapiens),2
P14678-2,A0A024R0N2,"psi-mi:""MI:0231""(mammalian protein protein interaction trap)",taxid:9606(Homo sapiens),2
Q9H8V3,O00444,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9H8V3,O00444,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9H8V3,O00444,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9H8V3,O00444,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q92616,Q9BUV8,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9H9A5,A0A024RBD8,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q96LT7,Q8TEV9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96LT7,Q8TEV9,"psi-mi:""MI:0019""(coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96LT7,Q8TEV9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A384MR33,P49411,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
P18847,P35638,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
P18847,P35638,"psi-mi:""MI:0364""(inferred by curator)",taxid:9606(Homo sapiens),2
P18847,P35638,"psi-mi:""MI:1203""(split luciferase complementation)",taxid:9606(Homo sapiens),2
P18847,P35638,"psi-mi:""MI:0012""(bioluminescence resonance energy transfer)",taxid:9606(Homo sapiens),2
P18847,P35638,"psi-mi:""MI:0231""(mammalian protein protein interaction trap)",taxid:9606(Homo sapiens),2
P18847,P35638,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
P18847,P35638,"psi-mi:""MI:0090""(protein complementation assay)|psi-mi:""MI:0228""(cytoplasmic complementation assay)|psi-mi:""MI:0230""(membrane bound complementation assay)",taxid:9606(Homo sapiens),2
P18847,P35638,"psi-mi:""MI:1203""(split luciferase complementation)",taxid:9606(Homo sapiens),2
P18847,P35638,"psi-mi:""MI:0012""(bioluminescence resonance energy transfer)",taxid:9606(Homo sapiens),2
P18847,P35638,"psi-mi:""MI:0231""(mammalian protein protein interaction trap)",taxid:9606(Homo sapiens),2
P18847,P35638,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
P18847,P35638,"psi-mi:""MI:1203""(split luciferase complementation)",taxid:9606(Homo sapiens),2
P09936,P46527,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P09936,P46527,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
P21359,P01112,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P21359,P01112,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P01106,Q8TCG1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P35580,Q7TNC6,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P61289,P11171,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q504Q3,Q9Y4F3,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
D0PNI1,Q6ICG6,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R2F2,Q15843,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R670,Q9NR61,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
A0A024R670,Q9NR61,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R670,Q9NR61,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
O75365-2,A0A024R9W5,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y2S6,A0A024RCJ9,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
P18433,B0LPF3,"psi-mi:""MI:0112""(ubiquitin reconstruction)",taxid:9606(Homo sapiens),2
P01106,Q9NSV4,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8VCW4,O15260,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q07021,Q7Z434,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q07021,Q7Z434,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9WMX2,Q9ULW6,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
P00533,A0A384N5W4,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P00533,A0A384N5W4,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P00533,A0A384N5W4,"psi-mi:""MI:0112""(ubiquitin reconstruction)",taxid:9606(Homo sapiens),2
Q7Z4G2,Q8IVD9,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
Q9ULJ3,Q9P2M7,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q8WVJ2,Q969H0,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
Q07021,Q7Z434,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q07021,Q7Z434,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q07021,Q7Z434,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q07021,Q7Z434,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q07021,Q7Z434,"psi-mi:""MI:0055""(fluorescent resonance energy transfer)",taxid:9606(Homo sapiens),2
Q07021,Q7Z434,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
P11021,A0A024QZU0,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
P40763,A0A024R7T2,"psi-mi:""MI:0813""(proximity ligation assay)",taxid:9606(Homo sapiens),2
A0A024RD71,P08138,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024RD71,P08138,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q99558,P62277,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
Q9UBT7,A0A024R2Q3,"psi-mi:""MI:0019""(coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P28223,P28223,"psi-mi:""MI:0055""(fluorescent resonance energy transfer)",taxid:9606(Homo sapiens),2
P28223,P28223,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P28223,P28223,"psi-mi:""MI:0012""(bioluminescence resonance energy transfer)",taxid:9606(Homo sapiens),2
Q16778,Q8N9W4,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A0A024R3G7,Q9BV73,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R3G7,Q9BV73,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
A0A024R3G7,Q9BV73,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
A0A024R3G7,Q9BV73,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
P27930,Q9Z0F8,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P27930,Q9Z0F8,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A0S2Z391,A8ASI8,"psi-mi:""MI:0031""(protein cross-linking with a bifunctional reagent)",taxid:9606(Homo sapiens),2
A0A0S2Z391,A8ASI8,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9UKL0,A0A024R8D6,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q969Q5,Q8TEV9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q12988,Q16695,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q99558,P62847,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
P54274,P29401,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
P54274,P29401,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
Q13976,Q13873,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13976,Q13873,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13976,Q13873,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13976,Q13873,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q16829,O43791,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q16829,O43791,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q5H9R7,Q9BSI4,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
Q9NQB0,Q14526,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9NQB0,Q14526,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9NQB0,Q14526,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9NQB0,Q14526,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9NQB0,Q14526,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9NQB0,Q14526,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R5F9,A1LU37,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
